Freq. 	 Ampl. 	 Tau 	 Offs
2.32	-0.000948538950853	4.63646580212	-0.000525112172675
2.33	-0.00101149989972	4.59772093445	-0.000523537474921
2.34	-0.00116408550367	4.57019818256	-0.000528151817231
2.35	-0.00134904269971	4.62307148167	-0.000521724718599
2.36	-0.00144891507948	4.71500972976	-0.000485913169857
2.37	-0.00129088601786	4.64858191273	-0.000526030977931
2.38	-0.00111475964982	4.61908150946	-0.000523978066209
2.39	-0.000969219045495	4.55930440139	-0.00053700217718
2.4	-0.000921361964888	4.55728383678	-0.000556883525726
2.41	-0.000983104773452	4.62253634352	-0.000532773592934
2.42	-0.00109176984871	4.53966184482	-0.000530575616195
2.43	-0.00126201056565	4.55955457841	-0.000541127350701
2.44	-0.00137823016141	4.62892781445	-0.000519441704309
2.45	-0.00129349759394	4.60265040818	-0.000528005108404
2.46	-0.00114873990447	4.62062002358	-0.000516409676815
2.47	-0.000994098102975	4.5294148297	-0.000537525309108
2.48	-0.000929896703898	4.54980871395	-0.000533827836249
2.49	-0.000953300830672	4.59390132402	-0.000534948946822
2.5	-0.00103319105447	4.56819302455	-0.000534649956798
2.51	-0.00118593648852	4.59495090574	-0.000534815933441
2.52	-0.00129020517548	4.57106217806	-0.000540236601385
2.53	-0.00129999414668	4.64083925628	-0.000531198378372
2.54	-0.00116252153053	4.59536283705	-0.000542163924575
2.55	-0.000997080932263	4.53351370269	-0.000565314605571
2.56	-0.000932240676701	4.55791106301	-0.000550031292602
2.57	-0.000924432353385	4.52888378785	-0.000555642608794
2.58	-0.000974531874089	4.52447170536	-0.000557481429776
2.59	-0.0011203101251	4.58387689708	-0.00054411654073
2.6	-0.00122170410689	4.53536619039	-0.000548241809981
2.61	-0.00127318834776	4.60631923686	-0.000534891081173
2.62	-0.00114486831987	4.5142086957	-0.000545621245191
2.63	-0.00100470491968	4.48523934358	-0.000550212761644
2.64	-0.00088249011386	4.39590052119	-0.000585618240409
2.65	-0.000875565754034	4.49104793854	-0.000578227483601
2.66	-0.00093631421023	4.56681702477	-0.000565037248722
2.67	-0.00105709394006	4.61225005272	-0.00055136917259
2.68	-0.00118361806072	4.59328809667	-0.000554610184623
2.69	-0.00124861397784	4.60622658016	-0.000536472644863
2.7	-0.00119991150474	4.62807954051	-0.000531423490675
2.71	-0.00108194573631	4.63219109511	-0.000520491641275
2.72	-0.00092271683264	4.49480195474	-0.000548554870185
2.73	-0.000896263222894	4.57986202284	-0.000543686819729
2.74	-0.000922513645294	4.62091982472	-0.000537606896618
2.75	-0.00100449470833	4.62414903475	-0.000537150823009
2.76	-0.00112713690276	4.64574677564	-0.000521095541802
2.77	-0.00119974408425	4.5971263104	-0.000525369578337
2.78	-0.00113996175814	4.49057453179	-0.000569797364354
2.79	-0.00106922149738	4.5536187247	-0.000543149337205
2.8	-0.000943579463934	4.54084597981	-0.000548008153356
2.81	-0.000894008372611	4.56028299305	-0.000547345134501
2.82	-0.000882963998593	4.56818081152	-0.000554589486483
2.83	-0.000933758715143	4.56795251887	-0.000557755047727
2.84	-0.00104298649506	4.59304789232	-0.000557602036942
2.85	-0.00114439788829	4.63122154797	-0.000542448509479
2.86	-0.00116985050664	4.65784680392	-0.00052759927471
2.87	-0.00108156602044	4.63597742155	-0.000527432461606
2.88	-0.000935242090975	4.52788267258	-0.000551940883931
2.89	-0.000855027228558	4.52818229407	-0.000550410209012
2.9	-0.000877414890502	4.68012775301	-0.000517721649547
2.91	-0.00089954667717	4.62591178298	-0.000535016148308
2.92	-0.000987430328342	4.67096849336	-0.000536428938021
2.93	-0.00108977216774	4.66733604883	-0.000524031863814
2.94	-0.00112717683342	4.64533769688	-0.00052480081316
2.95	-0.0010741984261	4.62240461247	-0.000518417307839
2.96	-0.000946939461534	4.51326297228	-0.000532212427237
2.97	-0.00087593943791	4.5796764522	-0.000539710283729
2.98	-0.000843371434739	4.65621452289	-0.000548986867651
2.99	-0.000871844576096	4.69164303615	-0.000538799603425
3.0	-0.000928647545567	4.67477775247	-0.000542358447157
3.01	-0.00104912355224	4.75000917035	-0.00051779351695
3.02	-0.00108182282653	4.65294925892	-0.000539728717717
3.03	-0.00106044470044	4.61793751228	-0.000539932419348
3.04	-0.00095334570683	4.56662903368	-0.000558080584261
3.05	-0.000873391036368	4.6130672497	-0.000546945082027
3.06	-0.000824390537368	4.64009134297	-0.00054497915861
3.07	-0.000831778498999	4.70217843428	-0.00053549742846
3.08	-0.000874621119432	4.71343587829	-0.000543465342463
3.09	-0.000998261841277	4.79300315577	-0.000506867472399
3.1	-0.00107005411813	4.76327857444	-0.000514775332363
3.11	-0.00104295388107	4.63042111305	-0.000537517656564
3.12	-0.000975726371179	4.61908373778	-0.000534730637953
3.13	-0.000854536295544	4.58392098579	-0.0005573739231
3.14	-0.000799180376929	4.65754432652	-0.000536881188307
3.15	-0.000795921467075	4.73259591646	-0.000530694010889
3.16	-0.000801259401581	4.64398463579	-0.000540600914439
3.17	-0.000897609978272	4.7304885497	-0.000526184785703
3.18	-0.000970000772734	4.65463514132	-0.000529083568473
3.19	-0.00105218840546	4.73180200467	-0.000502657019993
3.2	-0.000944460355898	4.50580219157	-0.000554313323419
3.21	-0.000852040452498	4.53546809524	-0.000567186674662
3.22	-0.000756698650494	4.52418724286	-0.000582414419355
3.23	-0.000768090488892	4.69682307098	-0.000526408248863
3.24	-0.000756896179785	4.59505899664	-0.000561293141244
3.25	-0.000860584322008	4.75651566779	-0.000539677665506
3.26	-0.000942737251135	4.73021035616	-0.000539419636421
3.27	-0.000972645646726	4.60423789216	-0.000546345731749
3.28	-0.000968578922417	4.60932028392	-0.000549241623503
3.29	-0.000883860211859	4.61343025798	-0.000545099018997
3.3	-0.000762454709618	4.58114305571	-0.000562063896276
3.31	-0.000741632192325	4.73221373081	-0.00052977712632
3.32	-0.000727218435394	4.68054587207	-0.000533771291967
3.33	-0.00076930994981	4.65034737092	-0.0005339616765
3.34	-0.000839602419293	4.59795983473	-0.000546551407887
3.35	-0.00092574447583	4.60989973341	-0.00054248453111
3.36	-0.000954695424412	4.61220667733	-0.000538613274223
3.37	-0.000891216697055	4.59615288815	-0.000536152891645
3.38	-0.000823292392963	4.74939187248	-0.000506377585853
3.39	-0.000737056308346	4.72629527375	-0.000531260029467
3.4	-0.000719343509906	4.71145366419	-0.000530777583345
3.41	-0.000702959993558	4.57071016008	-0.000560576712576
3.42	-0.000787731749297	4.59685595524	-0.000555455165144
3.43	-0.00087861143104	4.57523609083	-0.000552746831409
3.44	-0.000935744833062	4.56071355182	-0.000540738650538
3.45	-0.000879644593901	4.53431427971	-0.000561426340925
3.46	-0.000773452642739	4.54793960371	-0.000553537590261
3.47	-0.000734213694127	4.74492849158	-0.000531381110084
3.48	-0.000663693720248	4.62762667429	-0.00054985699491
3.49	-0.000650555760881	4.49906212614	-0.000554071368344
3.5	-0.000788986569029	4.45421084602	-0.000576165017009
3.51	-0.000908809555972	4.5509554493	-0.000568606610709
3.52	-0.00100903495599	4.60803224772	-0.000546598497612
3.53	-0.00102199640168	4.59288592229	-0.000539625109232
3.54	-0.000915831790185	4.51763799982	-0.000566320578166
3.55	-0.000826511164463	4.62859829947	-0.000554024411579
3.56	-0.000701869083498	4.4534477954	-0.00059250317438
3.57	-0.000732949641751	4.59767055273	-0.000566802025896
3.58	-0.000732603498926	4.42050149268	-0.0005897139579
3.59	-0.000855953960561	4.58066317062	-0.000564889600256
3.6	-0.000944128308337	4.53986361748	-0.000555990684793
3.61	-0.00098972858573	4.56016727028	-0.000559253960152
3.62	-0.000936664443025	4.5401503943	-0.000579851816657
3.63	-0.000840702762649	4.57034094614	-0.00055633614487
3.64	-0.000724035762631	4.47241454211	-0.000580094565922
3.65	-0.000689755759796	4.53753067095	-0.000587334473412
3.66	-0.000691245227941	4.42784816509	-0.000585779848465
3.67	-0.000759358646189	4.45166277292	-0.000582023372438
3.68	-0.000844228214217	4.44832469214	-0.000584517525973
3.69	-0.00092928659581	4.50955505025	-0.000575184713824
3.7	-0.00093962760762	4.54163566423	-0.000562214785956
3.71	-0.000875340875075	4.64024715661	-0.000545497959887
3.72	-0.000761293897936	4.59698471227	-0.000549038855814
3.73	-0.000682356069318	4.52586735112	-0.000577435313352
3.74	-0.000665247031745	4.48418449639	-0.000588822370763
3.75	-0.000751263415329	4.57546711623	-0.000557130552772
3.76	-0.000822262475408	4.50625546296	-0.000569637225097
3.77	-0.000905042119993	4.4947896849	-0.000571343337625
3.78	-0.000954216239129	4.55128360015	-0.000577192034973
3.79	-0.000878265253648	4.51781209956	-0.000574848171503
3.8	-0.000742116365552	4.4570249794	-0.000597883863929
3.81	-0.000653726751482	4.43374537102	-0.000596739248727
3.82	-0.000641204632788	4.46490203976	-0.000589789345617
3.83	-0.000661301344803	4.41750833898	-0.000582058636498
3.84	-0.000731054728553	4.42773855723	-0.000593905210622
3.85	-0.00082807502339	4.48722008123	-0.000575951663777
3.86	-0.000895120103885	4.46219771468	-0.000591120176158
3.87	-0.000926554037091	4.6301316014	-0.000544196769731
3.88	-0.000734219422731	4.38016269597	-0.000615156706676
3.89	-0.00066094616443	4.39642448427	-0.00058578429366
3.9	-0.000630485445438	4.52145667436	-0.000577631688043
3.91	-0.000628178113421	4.51333406649	-0.000581641646695
3.92	-0.000650697342882	4.39324017686	-0.000602214463005
3.93	-0.000755206742248	4.44201755271	-0.000580931260766
3.94	-0.000887105500484	4.56245044071	-0.000557902806664
3.95	-0.000885131340739	4.50442655967	-0.000574199228574
3.96	-0.000806213371286	4.51686396249	-0.000585916683991
3.97	-0.000717156027681	4.56259868118	-0.000568681318172
3.98	-0.000625604446293	4.52913605227	-0.000587502589073
3.99	-0.000585084794079	4.39749755633	-0.000592988162851
4.0	-0.000641331040921	4.49440795585	-0.000581145197729
4.01	-0.000716769170178	4.46799464381	-0.000569126269303
4.02	-0.000806566490872	4.48212383964	-0.000580452943478
4.03	-0.000859308835591	4.42584960062	-0.00059053946602
4.04	-0.00082586041741	4.47033765092	-0.000581928184112
4.05	-0.000764865392421	4.684153871	-0.000560431067722
4.06	-0.000637375207879	4.51975057073	-0.00058563772189
4.07	-0.000581871716385	4.4650398193	-0.00058396611418
4.08	-0.000615133829274	4.57586770424	-0.000569511052844
4.09	-0.000638152031532	4.40890505889	-0.000573092232152
